rxn,Ea
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([C:20]([C:21]([H:26])([H:27])[H:28])[C:22]([H:29])([H:30])[H:31])([H:23])([H:24])[H:25]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:20]([C:19]([H:23])([H:24])[H:25])([C:21]([H:26])([H:27])[H:28])[C:22]([H:29])([H:30])[H:31])[H:9])([H:7])[H:8],5.60656
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([C:20]([C:21]([H:26])([H:27])[H:28])[C:22]([H:29])([H:30])[H:31])([H:23])([H:24])[H:25]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:20]([C:19]([H:23])([H:24])[H:25])([C:21]([H:26])([H:27])[H:28])[C:22]([H:29])([H:30])[H:31])[H:9])([H:7])[H:8],17.782
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([C:20](=[C:21]([H:25])[H:26])[H:24])([H:22])[H:23]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:19]([C:20](=[C:21]([H:25])[H:26])[H:24])([H:22])[H:23])[H:9])([H:7])[H:8],45.1872
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([C:20](=[C:21]([H:25])[H:26])[H:24])([H:22])[H:23]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:19]([C:20](=[C:21]([H:25])[H:26])[H:24])([H:22])[H:23])[H:9])([H:7])[H:8],57.4045
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19](=[C:20]([C:21]([C:22]([H:27])([H:28])[H:29])[H:26])[H:25])([H:23])[H:24]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:21]([C:20](=[C:19]([H:23])[H:24])[H:25])([C:22]([H:27])([H:28])[H:29])[H:26])[H:9])([H:7])[H:8],44.183
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19](=[C:20]([C:21]([C:22]([H:27])([H:28])[H:29])[H:26])[H:25])([H:23])[H:24]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:21]([C:20](=[C:19]([H:23])[H:24])[H:25])([C:22]([H:27])([H:28])[H:29])[H:26])[H:9])([H:7])[H:8],56.4003
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19](=[C:20]([C:21]([C:22]([H:27])([H:28])[H:29])[C:23]([H:30])([H:31])[H:32])[H:26])([H:24])[H:25]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:21]([C:20](=[C:19]([H:24])[H:25])[H:26])([C:22]([H:27])([H:28])[H:29])[C:23]([H:30])([H:31])[H:32])[H:9])([H:7])[H:8],40.1246
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19](=[C:20]([C:21]([C:22]([H:27])([H:28])[H:29])[C:23]([H:30])([H:31])[H:32])[H:26])([H:24])[H:25]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:21]([C:20](=[C:19]([H:24])[H:25])[H:26])([C:22]([H:27])([H:28])[H:29])[C:23]([H:30])([H:31])[H:32])[H:9])([H:7])[H:8],52.3418
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19](=[C:20]([C:21]([C:22](=[C:23]([H:29])[H:30])[H:28])[H:27])[H:26])([H:24])[H:25]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:21]([C:20](=[C:19]([H:24])[H:25])[H:26])([C:22](=[C:23]([H:29])[H:30])[H:28])[H:27])[H:9])([H:7])[H:8],64.2244
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19](=[C:20]([C:21]([C:22](=[C:23]([H:29])[H:30])[H:28])[H:27])[H:26])([H:24])[H:25]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:21]([C:20](=[C:19]([H:24])[H:25])[H:26])([C:22](=[C:23]([H:29])[H:30])[H:28])[H:27])[H:9])([H:7])[H:8],76.3998
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19](=[C:20]([C:21]([C:22]([H:28])([H:29])[H:30])[C:23](=[C:24]([H:32])[H:33])[H:31])[H:27])([H:25])[H:26]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:21]([C:20](=[C:19]([H:25])[H:26])[H:27])([C:22]([H:28])([H:29])[H:30])[C:23](=[C:24]([H:32])[H:33])[H:31])[H:9])([H:7])[H:8],63.4713
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19](=[C:20]([C:21]([C:22]([H:28])([H:29])[H:30])[C:23](=[C:24]([H:32])[H:33])[H:31])[H:27])([H:25])[H:26]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:21]([C:20](=[C:19]([H:25])[H:26])[H:27])([C:22]([H:28])([H:29])[H:30])[C:23](=[C:24]([H:32])[H:33])[H:31])[H:9])([H:7])[H:8],75.6467
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([c:20]1[c:21]([H:28])[c:22]([H:29])[c:23]([H:30])[c:24]([H:31])[c:25]1[H:32])([H:26])[H:27]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:19]([c:20]1[c:21]([H:28])[c:22]([H:29])[c:23]([H:30])[c:24]([H:31])[c:25]1[H:32])([H:26])[H:27])[H:9])([H:7])[H:8],35.4803
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([c:20]1[c:21]([H:28])[c:22]([H:29])[c:23]([H:30])[c:24]([H:31])[c:25]1[H:32])([H:26])[H:27]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:19]([c:20]1[c:21]([H:28])[c:22]([H:29])[c:23]([H:30])[c:24]([H:31])[c:25]1[H:32])([H:26])[H:27])[H:9])([H:7])[H:8],47.6558
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([C:20]([c:21]1[c:22]([H:31])[c:23]([H:32])[c:24]([H:33])[c:25]([H:34])[c:26]1[H:35])[H:30])([H:27])([H:28])[H:29]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:20]([C:19]([H:27])([H:28])[H:29])([c:21]1[c:22]([H:31])[c:23]([H:32])[c:24]([H:33])[c:25]([H:34])[c:26]1[H:35])[H:30])[H:9])([H:7])[H:8],32.5515
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([C:20]([c:21]1[c:22]([H:31])[c:23]([H:32])[c:24]([H:33])[c:25]([H:34])[c:26]1[H:35])[H:30])([H:27])([H:28])[H:29]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:20]([C:19]([H:27])([H:28])[H:29])([c:21]1[c:22]([H:31])[c:23]([H:32])[c:24]([H:33])[c:25]([H:34])[c:26]1[H:35])[H:30])[H:9])([H:7])[H:8],44.7688
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([C:20]([C:21]([H:31])([H:32])[H:33])[c:22]1[c:23]([H:34])[c:24]([H:35])[c:25]([H:36])[c:26]([H:37])[c:27]1[H:38])([H:28])([H:29])[H:30]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:20]([C:19]([H:28])([H:29])[H:30])([C:21]([H:31])([H:32])[H:33])[c:22]1[c:23]([H:34])[c:24]([H:35])[c:25]([H:36])[c:26]([H:37])[c:27]1[H:38])[H:9])([H:7])[H:8],30.2922
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19]([C:20]([C:21]([H:31])([H:32])[H:33])[c:22]1[c:23]([H:34])[c:24]([H:35])[c:25]([H:36])[c:26]([H:37])[c:27]1[H:38])([H:28])([H:29])[H:30]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:20]([C:19]([H:28])([H:29])[H:30])([C:21]([H:31])([H:32])[H:33])[c:22]1[c:23]([H:34])[c:24]([H:35])[c:25]([H:36])[c:26]([H:37])[c:27]1[H:38])[H:9])([H:7])[H:8],42.5094
[C:0](#[C:1][C:2]([H:4])[H:5])[H:3].[C:6](=[C:7]([C:8]([C:9]([H:16])([H:17])[H:18])=[C:10]([C:11]([H:19])([H:20])[H:21])[C:12]([H:22])([H:23])[H:24])[H:15])([H:13])[H:14]>>[C:0](#[C:1][C:2]([H:4])([H:5])[C:10]([C:8]([C:7](=[C:6]([H:13])[H:14])[H:15])[C:9]([H:16])([H:17])[H:18])([C:11]([H:19])([H:20])[H:21])[C:12]([H:22])([H:23])[H:24])[H:3],34.4343
[C:0](#[C:1][C:2]([H:4])[H:5])[H:3].[C:6](=[C:7]([C:8]([C:9]([H:16])([H:17])[H:18])=[C:10]([C:11]([H:19])([H:20])[H:21])[C:12]([H:22])([H:23])[H:24])[H:15])([H:13])[H:14]>>[C:0](#[C:1][C:2]([H:4])([H:5])[C:8]([C:7](=[C:6]([H:13])[H:14])[H:15])([C:9]([H:16])([H:17])[H:18])[C:10]([C:11]([H:19])([H:20])[H:21])[C:12]([H:22])([H:23])[H:24])[H:3],46.6516
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[H:5])[H:4].[C:9](=[C:10]([C:11]([C:12]([H:19])([H:20])[H:21])=[C:13]([C:14]([H:22])([H:23])[H:24])[C:15]([H:25])([H:26])[H:27])[H:18])([H:16])[H:17]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([H:5])[C:13]([C:11]([C:10](=[C:9]([H:16])[H:17])[H:18])[C:12]([H:19])([H:20])[H:21])([C:14]([H:22])([H:23])[H:24])[C:15]([H:25])([H:26])[H:27])[H:4],32.5097
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[H:5])[H:4].[C:9](=[C:10]([C:11]([C:12]([H:19])([H:20])[H:21])=[C:13]([C:14]([H:22])([H:23])[H:24])[C:15]([H:25])([H:26])[H:27])[H:18])([H:16])[H:17]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([H:5])[C:11]([C:10](=[C:9]([H:16])[H:17])[H:18])([C:12]([H:19])([H:20])[H:21])[C:13]([C:14]([H:22])([H:23])[H:24])[C:15]([H:25])([H:26])[H:27])[H:4],44.6851
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[C:4]([H:9])([H:10])[H:11])[H:5].[C:12](=[C:13]([C:14]([C:15]([H:22])([H:23])[H:24])=[C:16]([C:17]([H:25])([H:26])[H:27])[C:18]([H:28])([H:29])[H:30])[H:21])([H:19])[H:20]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([C:4]([H:9])([H:10])[H:11])[C:16]([C:14]([C:13](=[C:12]([H:19])[H:20])[H:21])[C:15]([H:22])([H:23])[H:24])([C:17]([H:25])([H:26])[H:27])[C:18]([H:28])([H:29])[H:30])[H:5],29.6646
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[C:4]([H:9])([H:10])[H:11])[H:5].[C:12](=[C:13]([C:14]([C:15]([H:22])([H:23])[H:24])=[C:16]([C:17]([H:25])([H:26])[H:27])[C:18]([H:28])([H:29])[H:30])[H:21])([H:19])[H:20]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([C:4]([H:9])([H:10])[H:11])[C:14]([C:13](=[C:12]([H:19])[H:20])[H:21])([C:15]([H:22])([H:23])[H:24])[C:16]([C:17]([H:25])([H:26])[H:27])[C:18]([H:28])([H:29])[H:30])[H:5],41.84
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19](=[C:20]([H:22])[H:23])[H:21]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:19](=[C:20]([H:22])[H:23])[H:21])[H:9])([H:7])[H:8],2.84512
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19](=[C:20]([H:22])[H:23])[H:21]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:19](=[C:20]([H:22])[H:23])[H:21])[H:9])([H:7])[H:8],15.0624
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19](=[C:20][C:21]([H:24])([H:25])[H:26])([H:22])[H:23]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[C:20](=[C:19]([H:22])[H:23])[C:21]([H:24])([H:25])[H:26])[H:9])([H:7])[H:8],1.96648
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[C:19](=[C:20][C:21]([H:24])([H:25])[H:26])([H:22])[H:23]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[C:20](=[C:19]([H:22])[H:23])[C:21]([H:24])([H:25])[H:26])[H:9])([H:7])[H:8],14.1838
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[c:19]1[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]([H:28])[c:24]1[H:29]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5]([H:13])([H:14])[H:15])([C:6]([H:16])([H:17])[H:18])[c:19]1[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]([H:28])[c:24]1[H:29])[H:9])([H:7])[H:8],-7.1128
[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[H:9])([H:7])[H:8].[c:19]1[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]([H:28])[c:24]1[H:29]>>[C:0](=[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])[c:19]1[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]([H:28])[c:24]1[H:29])[H:9])([H:7])[H:8],5.06264
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20]([H:21])([H:22])[H:23]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:20]([H:21])([H:22])[H:23])[H:10])([H:8])[H:9],15.1042
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20]([H:21])([H:22])[H:23]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])([C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[C:20]([H:21])([H:22])[H:23])[H:10])([H:8])[H:9],31.2963
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20]([C:21]([H:24])([H:25])[H:26])([H:22])[H:23]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:20]([C:21]([H:24])([H:25])[H:26])([H:22])[H:23])[H:10])([H:8])[H:9],12.7194
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20]([C:21]([H:24])([H:25])[H:26])([H:22])[H:23]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])([C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[C:20]([C:21]([H:24])([H:25])[H:26])([H:22])[H:23])[H:10])([H:8])[H:9],28.9114
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20]([C:21]([C:22]([H:27])([H:28])[H:29])[H:26])([H:23])([H:24])[H:25]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:21]([C:20]([H:23])([H:24])[H:25])([C:22]([H:27])([H:28])[H:29])[H:26])[H:10])([H:8])[H:9],7.7404
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20]([C:21]([C:22]([H:27])([H:28])[H:29])[H:26])([H:23])([H:24])[H:25]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])([C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[C:21]([C:20]([H:23])([H:24])[H:25])([C:22]([H:27])([H:28])[H:29])[H:26])[H:10])([H:8])[H:9],23.9325
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20]([C:21]([C:22]([H:27])([H:28])[H:29])[C:23]([H:30])([H:31])[H:32])([H:24])([H:25])[H:26]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:21]([C:20]([H:24])([H:25])[H:26])([C:22]([H:27])([H:28])[H:29])[C:23]([H:30])([H:31])[H:32])[H:10])([H:8])[H:9],1.79912
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20]([C:21]([C:22]([H:27])([H:28])[H:29])[C:23]([H:30])([H:31])[H:32])([H:24])([H:25])[H:26]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])([C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[C:21]([C:20]([H:24])([H:25])[H:26])([C:22]([H:27])([H:28])[H:29])[C:23]([H:30])([H:31])[H:32])[H:10])([H:8])[H:9],17.9912
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20]([C:21](=[C:22]([H:26])[H:27])[H:25])([H:23])[H:24]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:20]([C:21](=[C:22]([H:26])[H:27])[H:25])([H:23])[H:24])[H:10])([H:8])[H:9],41.4216
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20]([C:21](=[C:22]([H:26])[H:27])[H:25])([H:23])[H:24]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])([C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[C:20]([C:21](=[C:22]([H:26])[H:27])[H:25])([H:23])[H:24])[H:10])([H:8])[H:9],57.6137
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20](=[C:21]([C:22]([C:23]([H:28])([H:29])[H:30])[H:27])[H:26])([H:24])[H:25]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:22]([C:21](=[C:20]([H:24])[H:25])[H:26])([C:23]([H:28])([H:29])[H:30])[H:27])[H:10])([H:8])[H:9],40.4174
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20](=[C:21]([C:22]([C:23]([H:28])([H:29])[H:30])[H:27])[H:26])([H:24])[H:25]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])([C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[C:22]([C:21](=[C:20]([H:24])[H:25])[H:26])([C:23]([H:28])([H:29])[H:30])[H:27])[H:10])([H:8])[H:9],56.6095
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20](=[C:21]([C:22]([C:23]([H:28])([H:29])[H:30])[C:24]([H:31])([H:32])[H:33])[H:27])([H:25])[H:26]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:22]([C:21](=[C:20]([H:25])[H:26])[H:27])([C:23]([H:28])([H:29])[H:30])[C:24]([H:31])([H:32])[H:33])[H:10])([H:8])[H:9],36.359
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[H:10])([H:8])[H:9].[C:20](=[C:21]([C:22]([C:23]([H:28])([H:29])[H:30])[C:24]([H:31])([H:32])[H:33])[H:27])([H:25])[H:26]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])([C:5]([C:6]([H:14])([H:15])[H:16])[C:7]([H:17])([H:18])[H:19])[C:22]([C:21](=[C:20]([H:25])[H:26])[H:27])([C:23]([H:28])([H:29])[H:30])[C:24]([H:31])([H:32])[H:33])[H:10])([H:8])[H:9],52.551
