rxn,Ea
[C:0](=[C:1]([C:2](=[C:3]([C:4]([C:5]1([H:16])[C:6]([H:17])=[C:7]([H:18])[C:8]([H:19])=[C:9]1[H:20])[H:15])[H:14])[H:13])[H:12])([H:10])[H:11]>>[C:0](=[C:1]([C:2](=[C:3]([C:4]([C:5]1=[C:6]([H:17])[C:7]([H:18])=[C:8]([H:19])[C:9]1([H:16])[H:20])[H:15])[H:14])[H:13])[H:12])([H:10])[H:11],76.9856
[C:0](=[C:1]([C:2](=[C:3]([C:4]1([H:15])[C:5]2([H:16])[C:6]([H:17])[C:7]([H:18])=[C:8]([H:19])[C:9]12[H:20])[H:14])[H:13])[H:12])([H:10])[H:11]>>[C:0](=[C:1]([C:2](=[C:3]([C:4]1([H:15])[C:5]([H:16])=[C:6]([H:17])[C:7]([H:18])=[C:8]([H:19])[C:9]1[H:20])[H:14])[H:13])[H:12])([H:10])[H:11],78.2408
[C:0]1([H:9])[C:1]([H:10])=[C:2]([H:11])[c:3]2[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]([H:15])[c:8]21>>[C:0]12([H:9])[C:1]([H:10])[C:2]1([H:11])[c:3]1[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]([H:15])[c:8]12,0.0
[C:0](=[C:1]([H:4])[H:5])([H:2])[H:3].[O:6]>>[C:0]1([H:2])([H:3])[C:1]([H:4])([H:5])[O:6]1,0.0
[C:0](=[C:1]([H:4])[H:5])([H:2])[H:3].[O:6]>>[C:0](=[C:1]([H:4])[H:5])[H:3].[H:2][O:6],116.399
[C:0](=[C:1]([H:4])[H:5])([H:2])[H:3].[O:6]>>[C:0]([C:1]([H:4])[H:5])([H:2])([H:3])[O:6],-2.9288
[C:0](=[C:1]=[C:2]([H:5])[H:6])([H:3])[H:4].[C:7]([C:8](=[C:9]([H:13])[H:14])[H:12])([H:10])[H:11]>>[C:0](=[C:1]=[C:2]([H:5])[H:6])[H:4].[H:3][C:7]([C:8](=[C:9]([H:13])[H:14])[H:12])([H:10])[H:11],60.668
[C:0](=[C:1]=[C:2]([H:5])[H:6])([H:3])[H:4].[C:7]([C:8](=[C:9]([H:13])[H:14])[H:12])([H:10])[H:11]>>[C:0]([C:1]=[C:2]([H:5])[H:6])([H:3])([H:4])[C:7]([C:8](=[C:9]([H:13])[H:14])[H:12])([H:10])[H:11],52.2163
[C:0](=[C:1]=[C:2]([H:5])[H:6])([H:3])[H:4].[C:7]([C:8](=[C:9]([H:13])[H:14])[H:12])([H:10])[H:11]>>[C:0]([C:1](=[C:2]([H:5])[H:6])[C:7]([C:8](=[C:9]([H:13])[H:14])[H:12])([H:10])[H:11])([H:3])[H:4],58.7852
[C:0]([C:1](=[C:2]([H:8])[H:9])[C:3]([C:4](=[C:5]([H:13])[H:14])[H:12])([H:10])[H:11])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1](=[C:2]([H:8])[H:9])[C:3]([H:10])([H:11])[C:4]([H:12])[C:5]1([H:13])[H:14],114.6416
[C:0]([C:1](=[C:2]([H:8])[H:9])[C:3]([C:4](=[C:5]([H:13])[H:14])[H:12])([H:10])[H:11])([H:6])[H:7]>>[C:0]([C:1](=[C:2]([H:8])[H:9])[C:3]([C:4](=[C:5]([H:13])[H:14])[H:12])[H:11])([H:6])([H:7])[H:10],180.3304
[C:0](=[C:1]1[C:2]([H:8])([H:9])[C:3]([H:10])[C:4]([H:11])([H:12])[C:5]1([H:13])[H:14])([H:6])[H:7]>>[C:0](=[C:1]1[C:2]([H:9])=[C:3]([H:10])[C:4]([H:11])([H:12])[C:5]1([H:13])[H:14])([H:6])[H:7].[H:8],129.704
[C:0](=[C:1]=[C:2]([H:5])[H:6])([H:3])[H:4].[C:7]([C:8](=[C:9]([H:13])[H:14])[C:10]([H:15])([H:16])[H:17])([H:11])[H:12]>>[C:0]([C:1](=[C:2]([H:5])[H:6])[C:7]([C:8](=[C:9]([H:13])[H:14])[C:10]([H:15])([H:16])[H:17])([H:11])[H:12])([H:3])[H:4],39.748
[C:0](=[C:1]=[C:2]([H:5])[H:6])([H:3])[H:4].[C:7]([C:8](=[C:9]([H:13])[H:14])[C:10]([H:15])([H:16])[H:17])([H:11])[H:12]>>[C:0]([C:1]=[C:2]([H:5])[H:6])([H:3])([H:4])[C:7]([C:8](=[C:9]([H:13])[H:14])[C:10]([H:15])([H:16])[H:17])([H:11])[H:12],41.4216
[C:0]([C:1](=[C:2]([H:9])[H:10])[C:3]([C:4](=[C:5]([H:13])[H:14])[C:6]([H:15])([H:16])[H:17])([H:11])[H:12])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1](=[C:2]([H:9])[H:10])[C:3]([H:11])([H:12])[C:4]([C:6]([H:15])([H:16])[H:17])[C:5]1([H:13])[H:14],115.06
[C:0](=[C:1]1[C:2]([H:9])([H:10])[C:3]([H:11])([H:12])[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]1([H:16])[H:17])([H:7])[H:8]>>[C:0](=[C:1]1[C:2]([H:9])([H:10])[C:3]([H:11])([H:12])[C:4]([C:5]([H:13])([H:14])[H:15])=[C:6]1[H:17])([H:7])[H:8].[H:16],123.428
[C:0](#[C:1][C:2]([H:4])([H:5])[H:6])[H:3].[C:7]([C:8](=[C:9]([H:13])[H:14])[H:12])([H:10])[H:11]>>[C:0](#[C:1][C:2]([H:5])[H:6])[H:3].[H:4][C:7]([C:8](=[C:9]([H:13])[H:14])[H:12])([H:10])[H:11],58.9944
[C:0](#[C:1][C:2]([H:4])([H:5])[H:6])[H:3].[C:7]([C:8](=[C:9]([H:13])[H:14])[H:12])([H:10])[H:11]>>[C:0](=[C:1][C:2]([H:4])([H:5])[H:6])([H:3])[C:7]([C:8](=[C:9]([H:13])[H:14])[H:12])([H:10])[H:11],56.4422
[C:0](#[C:1][C:2]([H:4])([H:5])[H:6])[H:3].[C:7]([C:8](=[C:9]([H:13])[H:14])[H:12])([H:10])[H:11]>>[C:0](=[C:1]([C:2]([H:4])([H:5])[H:6])[C:7]([C:8](=[C:9]([H:13])[H:14])[H:12])([H:10])[H:11])[H:3],63.1366
[C:0](=[C:1]([C:2]([C:3](=[C:4][C:5]([H:12])([H:13])[H:14])[H:11])([H:9])[H:10])[H:8])([H:6])[H:7]>>[C:0]1([H:6])([H:7])[C:1]([H:8])[C:2]([H:9])([H:10])[C:3]([H:11])=[C:4]1[C:5]([H:12])([H:13])[H:14],38.0744
[C:0]([C:1]1=[C:2]([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])[C:5]1([H:13])[H:14])([H:6])([H:7])[H:8]>>[C:0]([C:1]1=[C:2]([H:9])[C:3]([H:11])=[C:4]([H:12])[C:5]1([H:13])[H:14])([H:6])([H:7])[H:8].[H:10],136.8168
[C:0](#[C:1][C:2]([H:4])([H:5])[H:6])[H:3].[C:7]([C:8](=[C:9]([H:13])[H:14])[C:10]([H:15])([H:16])[H:17])([H:11])[H:12]>>[C:0](=[C:1][C:2]([H:4])([H:5])[H:6])([H:3])[C:7]([C:8](=[C:9]([H:13])[H:14])[C:10]([H:15])([H:16])[H:17])([H:11])[H:12],43.0952
[C:0](=[C:1]([C:2]([H:9])([H:10])[H:11])[C:3]([C:4](=[C:5][C:6]([H:15])([H:16])[H:17])[H:14])([H:12])[H:13])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([C:2]([H:9])([H:10])[H:11])[C:3]([H:12])([H:13])[C:4]([H:14])=[C:5]1[C:6]([H:15])([H:16])[H:17],38.9112
[C:0]([C:1]1[C:2]([H:10])([H:11])[C:3]([H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]1([H:16])[H:17])([H:7])([H:8])[H:9]>>[C:0]([C:1]1=[C:2]([H:11])[C:3]([H:12])=[C:4]([C:5]([H:13])([H:14])[H:15])[C:6]1([H:16])[H:17])([H:7])([H:8])[H:9].[H:10],133.888
[C:0](=[C:1]=[C:2]([H:5])[H:6])([H:3])[H:4].[C:7](=[C:8][C:9](=[C:10]([H:14])[H:15])[H:13])([H:11])[H:12]>>[C:0](=[C:1]=[C:2]([H:5])[H:6])[H:4].[H:3][C:8](=[C:7]([H:11])[H:12])[C:9](=[C:10]([H:14])[H:15])[H:13],36.4008
[C:0](=[C:1]=[C:2]([H:5])[H:6])([H:3])[H:4].[C:7](=[C:8][C:9](=[C:10]([H:14])[H:15])[H:13])([H:11])[H:12]>>[C:0]([C:1](=[C:2]([H:5])[H:6])[C:8](=[C:7]([H:11])[H:12])[C:9](=[C:10]([H:14])[H:15])[H:13])([H:3])[H:4],30.9616
[C:0](=[C:1]1[C:2]([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5]1=[C:6]([H:14])[H:15])([H:7])[H:8]>>[C:0](=[C:1]1[C:2]([H:9])=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]1=[C:6]([H:14])[H:15])([H:7])[H:8].[H:10],187.0248
[C:0](#[C:1][C:2]([H:4])([H:5])[H:6])[H:3].[C:7](=[C:8][C:9](=[C:10]([H:14])[H:15])[H:13])([H:11])[H:12]>>[C:0](#[C:1][C:2]([H:5])[H:6])[H:3].[H:4][C:8](=[C:7]([H:11])[H:12])[C:9](=[C:10]([H:14])[H:15])[H:13],34.7272
[C:0](#[C:1][C:2]([H:4])([H:5])[H:6])[H:3].[C:7](=[C:8][C:9](=[C:10]([H:14])[H:15])[H:13])([H:11])[H:12]>>[C:0](=[C:1][C:2]([H:4])([H:5])[H:6])([H:3])[C:8](=[C:7]([H:11])[H:12])[C:9](=[C:10]([H:14])[H:15])[H:13],35.564
[C:0](=[C:1]([C:2](=[C:3]([H:10])[H:11])[C:4](=[C:5][C:6]([H:13])([H:14])[H:15])[H:12])[H:9])([H:7])[H:8]>>[C:0]1([H:7])([H:8])[C:1]([H:9])[C:2](=[C:3]([H:10])[H:11])[C:4]([H:12])=[C:5]1[C:6]([H:13])([H:14])[H:15],28.4512
[C:0](=[C:1]1[C:2]([H:9])[C:3]([H:10])([H:11])[C:4]([C:5]([H:12])([H:13])[H:14])=[C:6]1[H:15])([H:7])[H:8]>>[C:0](=[C:1]1[C:2]([H:9])=[C:3]([H:11])[C:4]([C:5]([H:12])([H:13])[H:14])=[C:6]1[H:15])([H:7])[H:8].[H:10],191.2088
[C:0](=[C:1][C:2]([C:3]([C:4](=[C:5]([H:13])[H:14])[H:12])([H:10])[H:11])([H:8])[H:9])([H:6])[H:7]>>[C:0](=[C:1]1[C:2]([H:8])([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])[C:5]1([H:13])[H:14])([H:6])[H:7],43.5136
[C:0](=[C:1][C:2]([C:3]([C:4](=[C:5]([H:13])[H:14])[C:6]([H:15])([H:16])[H:17])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8]>>[C:0](=[C:1]1[C:2]([H:9])([H:10])[C:3]([H:11])([H:12])[C:4]([C:6]([H:15])([H:16])[H:17])[C:5]1([H:13])[H:14])([H:7])[H:8],43.0952
[C:0](#[C:1][H:3])[H:2].[C:4]([C:5](=[C:6]([H:10])[H:11])[H:9])([H:7])[H:8]>>[C:0](=[C:1][H:3])([H:2])[C:4]([C:5](=[C:6]([H:10])[H:11])[H:9])([H:7])[H:8],54.643
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:10])[H:11])[H:9])([H:7])[H:8])[H:6])[H:5]>>[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:7])([H:8])[C:3]([H:9])[C:4]1([H:10])[H:11],49.7896
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:10])[H:11])[H:9])([H:7])[H:8])[H:6])[H:5]>>[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:7])([H:8])[C:3]1([C:4]([H:10])[H:11])[H:9],53.5552
[C:0]1([H:5])[C:1]([H:6])([H:7])[C:2]([H:8])=[C:3]([H:9])[C:4]1([H:10])[H:11]>>[C:0]1([H:5])=[C:1]([H:7])[C:2]([H:8])=[C:3]([H:9])[C:4]1([H:10])[H:11].[H:6],133.4696
[C:0](#[C:1][H:3])[H:2].[C:4](#[C:5][C:6]([H:8])[H:9])[H:7]>>[C:0](=[C:1][H:3])([H:2])[C:6]([C:5]#[C:4][H:7])([H:8])[H:9],43.8902
[C:0](=[C:1]([C:2]([C:3]#[C:4][H:9])([H:7])[H:8])[H:6])[H:5]>>[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:7])([H:8])[C:3]=[C:4]1[H:9],50.6264
[C:0]1=[C:1]([H:5])[C:2]([H:6])=[C:3]([H:7])[C:4]1([H:8])[H:9]>>[C:0]1([H:8])=[C:1]([H:5])[C:2]([H:6])=[C:3]([H:7])[C:4]1[H:9],112.5496
[C:0](#[C:1][C:2]([H:4])([H:5])[H:6])[H:3].[C:7](#[C:8][C:9]([H:11])[H:12])[H:10]>>[C:0](=[C:1][C:2]([H:4])([H:5])[H:6])([H:3])[C:9]([C:8]#[C:7][H:10])([H:11])[H:12],45.6893
[C:0](#[C:1][C:2]([H:4])([H:5])[H:6])[H:3].[C:7](#[C:8][C:9]([H:11])[H:12])[H:10]>>[C:0](=[C:1]([C:2]([H:4])([H:5])[H:6])[C:9]([C:8]#[C:7][H:10])([H:11])[H:12])[H:3],52.3837
[C:0](#[C:1][C:2]([C:3](=[C:4][C:5]([H:10])([H:11])[H:12])[H:9])([H:7])[H:8])[H:6]>>[C:0]1([H:6])=[C:1][C:2]([H:7])([H:8])[C:3]([H:9])=[C:4]1[C:5]([H:10])([H:11])[H:12],52.7184
[C:0](=[C:1]([C:2]([H:7])([H:8])[H:9])[C:3]([C:4]#[C:5][H:12])([H:10])[H:11])[H:6]>>[C:0]1([H:6])=[C:1]([C:2]([H:7])([H:8])[H:9])[C:3]([H:10])([H:11])[C:4]=[C:5]1[H:12],49.3712
[C:0](#[C:1][C:2]([H:4])[H:5])[H:3].[C:6](=[C:7]=[C:8]([H:11])[H:12])([H:9])[H:10]>>[C:0](#[C:1][C:2]([H:4])([H:5])[H:9])[H:3].[C:6](=[C:7]=[C:8]([H:11])[H:12])[H:10],44.7688
[C:0](#[C:1][C:2]([H:4])[H:5])[H:3].[C:6](=[C:7]=[C:8]([H:11])[H:12])([H:9])[H:10]>>[C:0](#[C:1][C:2]([H:4])([H:5])[C:6]([C:7]=[C:8]([H:11])[H:12])([H:9])[H:10])[H:3],41.4634
[C:0](#[C:1][C:2]([H:4])[H:5])[H:3].[C:6](=[C:7]=[C:8]([H:11])[H:12])([H:9])[H:10]>>[C:0](#[C:1][C:2]([H:4])([H:5])[C:7]([C:6]([H:9])[H:10])=[C:8]([H:11])[H:12])[H:3],48.0323
[C:0](#[C:1][C:2]([C:3]([C:4]=[C:5]([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6]>>[C:0]1([H:6])=[C:1][C:2]([H:7])([H:8])[C:3]([H:9])([H:10])[C:4]1=[C:5]([H:11])[H:12],58.576
[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:7])([H:8])[C:3]([H:9])=[C:4]1[H:10].[O:11][O:12]>>[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:8])[C:3]([H:9])=[C:4]1[H:10].[H:7][O:11][O:12],104.762
[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:7])([H:8])[C:3]([H:9])=[C:4]1[H:10].[H:11]>>[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:8])[C:3]([H:9])=[C:4]1[H:10].[H:7][H:11],9.45355
[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:7])([H:8])[C:3]([H:9])=[C:4]1[H:10].[H:11]>>[C:0]1([H:5])[C:1]([H:6])([H:11])[C:2]([H:7])([H:8])[C:3]([H:9])=[C:4]1[H:10],131.796
[C:0]1([H:5])[C:1]([H:6])=[C:2]([H:7])[C:3]([H:8])=[C:4]1[H:9].[H:10]>>[C:0]1([H:5])([H:10])[C:1]([H:6])=[C:2]([H:7])[C:3]([H:8])=[C:4]1[H:9],0.0
[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:7])([H:8])[C:3]([H:9])=[C:4]1[H:10].[O:11][H:12]>>[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:8])[C:3]([H:9])=[C:4]1[H:10].[H:7][O:11][H:12],-1.87076
[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:7])([H:8])[C:3]([H:9])=[C:4]1[H:10].[O:11][O:12][H:13]>>[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:8])[C:3]([H:9])=[C:4]1[H:10].[H:7][O:11][O:12][H:13],48.781
[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:7])([H:8])[C:3]([H:9])=[C:4]1[H:10].[O:11][O:12][H:13]>>[C:0]1([H:5])[C:1]([H:6])([H:13])[C:2]([H:7])([H:8])[C:3]([H:9])=[C:4]1[H:10].[O:11][O:12],39.87352
[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:7])([H:8])[C:3]([H:9])=[C:4]1[H:10].[C:11](=[C:12]([H:14])[H:15])[H:13]>>[C:0]1([H:5])=[C:1]([H:6])[C:2]([H:8])[C:3]([H:9])=[C:4]1[H:10].[H:7][C:11](=[C:12]([H:14])[H:15])[H:13],0.0
[H:0].[O:1][c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[c:6]([H:11])[c:7]1[H:12]>>[H:0][O:1][c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[c:6]([H:11])[c:7]1[H:12],0.0
[O:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7].[O:13]>>[H:7][O:13].[O:0][c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],29.9321
[O:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7].[O:13]>>[H:9][O:13].[O:0]([c:1]1[c:2]([H:8])[c:3][c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7],61.5048
[H:13].[O:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7]>>[H:7][H:13].[O:0][c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],24.9434
[H:13].[O:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7]>>[H:9][H:13].[O:0]([c:1]1[c:2]([H:8])[c:3][c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7],66.944
[O:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7].[O:13][H:14]>>[H:7][O:13][H:14].[O:0][c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],0.0
[O:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7].[O:13][H:14]>>[H:9][O:13][H:14].[O:0]([c:1]1[c:2]([H:8])[c:3][c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7],19.2464
[C:13](=[C:14]([H:16])[H:17])[H:15].[O:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7]>>[H:7][C:13](=[C:14]([H:16])[H:17])[H:15].[O:0][c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],0.0
[c:0]1([H:6])[c:1]([H:7])[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]1[H:11]>>[H:6].[c:0]1[c:1]([H:7])[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]1[H:11],449.48
[O:0][O:1].[c:2]1([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]([H:12])[c:7]1[H:13]>>[O:0]([O:1])[H:8].[c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]([H:12])[c:7]1[H:13],251.082
[O:0].[c:1]1([H:7])[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12]>>[O:0][H:7].[c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],61.5271
[H:0].[c:1]1([H:7])[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12]>>[H:0][H:7].[c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],68.4084
[H:0].[c:1]1([H:7])[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12]>>[H:0][C:1]1([H:7])[C:2]([H:8])[C:3]([H:9])=[C:4]([H:10])[C:5]([H:11])=[C:6]1[H:12],19.242216
[O:0][H:1].[c:2]1([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]([H:12])[c:7]1[H:13]>>[O:0]([H:1])[H:8].[c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]([H:12])[c:7]1[H:13],3.0681272
[C:0]([H:1])([H:2])[H:3].[c:4]1([H:10])[c:5]([H:11])[c:6]([H:12])[c:7]([H:13])[c:8]([H:14])[c:9]1[H:15]>>[C:0]([H:1])([H:2])([H:3])[H:10].[c:4]1[c:5]([H:11])[c:6]([H:12])[c:7]([H:13])[c:8]([H:14])[c:9]1[H:15],102.006
[C:0]([H:1])([H:2])[H:3].[c:4]1([H:10])[c:5]([H:11])[c:6]([H:12])[c:7]([H:13])[c:8]([H:14])[c:9]1[H:15]>>[C:0]([H:1])([H:2])([H:3])[C:4]1([H:10])[C:5]([H:11])[C:6]([H:12])=[C:7]([H:13])[C:8]([H:14])=[C:9]1[H:15],45.655808
[C:1]([H:2])([H:3])[H:4].[c:5]1([H:7])[c:8]([H:9])[c:10]([H:11])[c:12]([H:13])[c:14]([H:15])[c:16]1[H:18]>>[C:1]([H:2])([H:3])([H:4])[C:5]1([H:7])[C:8]([H:9])=[C:10]([H:11])[C:12]([H:13])[C:14]([H:15])=[C:16]1[H:18],42.0038
[C:0]#[C:1][H:2].[c:3]1([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]([H:12])[c:7]([H:13])[c:8]1[H:14]>>[C:0](#[C:1][H:2])[H:9].[c:3]1[c:4]([H:10])[c:5]([H:11])[c:6]([H:12])[c:7]([H:13])[c:8]1[H:14],0.0
[C:0]#[C:1][C:2]#[C:3][H:4].[c:5]1([H:11])[c:6]([H:12])[c:7]([H:13])[c:8]([H:14])[c:9]([H:15])[c:10]1[H:16]>>[C:0](#[C:1][C:2]#[C:3][H:4])[H:11].[c:5]1[c:6]([H:12])[c:7]([H:13])[c:8]([H:14])[c:9]([H:15])[c:10]1[H:16],0.0
[C:0]#[C:1][C:2]#[C:3][C:4]#[C:5][H:6].[c:7]1([H:13])[c:8]([H:14])[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]1[H:18]>>[C:0](#[C:1][C:2]#[C:3][C:4]#[C:5][H:6])[H:13].[c:7]1[c:8]([H:14])[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]1[H:18],0.0
[C:0]#[C:1][C:2]#[C:3][C:4]#[C:5][C:6]#[C:7][H:8].[c:9]1([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]([H:18])[c:13]([H:19])[c:14]1[H:20]>>[C:0](#[C:1][C:2]#[C:3][C:4]#[C:5][C:6]#[C:7][H:8])[H:15].[c:9]1[c:10]([H:16])[c:11]([H:17])[c:12]([H:18])[c:13]([H:19])[c:14]1[H:20],0.0
[O:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7].[c:13]1[c:14]([H:19])[c:15]([H:20])[c:16]([H:21])[c:17]([H:22])[c:18]1[H:23]>>[H:7][c:13]1[c:14]([H:19])[c:15]([H:20])[c:16]([H:21])[c:17]([H:22])[c:18]1[H:23].[O:0][c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],18.2918
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9]>>[C:0]([H:7])([H:8])[H:9].[c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14],414.892
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9]>>[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:8])[H:9].[H:7],373.242088
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9]>>[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4][c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[H:12],619.591824
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[O:15][O:16]>>[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:8])[H:9].[H:7][O:15][O:16],166.147
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[O:15]>>[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:8])[H:9].[H:7][O:15],47.0729288
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[O:15]>>[C:0]([c:1]1[c:2][c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[H:10][O:15],90.9739672
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[O:15]>>[C:0]([c:1]1[c:2]([H:10])[c:3][c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[H:11][O:15],92.9191088
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[O:15]>>[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4][c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[H:12][O:15],94.96634
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[H:15]>>[C:0]([c:1]1[c:2][c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[H:10][H:15],36.9754724
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[H:15]>>[C:0]([c:1]1[c:2]([H:10])[c:3][c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[H:11][H:15],37.87724992
