,err,model_unc,data_unc,unc,g,pred,index
[H:4][C:5]([H:6])([H:7])[H:8].[O:1]=[C:2]=[O:3]>>[C:5]([H:6])([H:7])[H:8].[O:1][C:2](=[O:3])[H:4],55.898932718946725,3.2616701393346244,9.185784257990429,9.747672775189569,134.5211443339067,78.62221161495998,329.0
[C:1](=[C:2]([O:3])[H:5])[H:4]>>[C:1](=[C:2]=[O:3])([H:4])[H:5],1315.422061849917,1.5485555953281904,2.8094668536045924,3.2079788704611403,1357.118588709709,41.69652685979201,330.0
[C:1](=[C:2]=[O:3])([H:4])[H:5]>>[C:1](=[C:2]([O:3])[H:5])[H:4],1351.6710707221187,1.589687865719512,3.9657701175292894,4.272521519606909,1427.7065825413738,76.03551181925505,331.0
[C:1](=[O:2])[H:3].[C:4](=[O:5])[H:6]>>[C-:4]#[O+:5].[C:1](=[O:2])([H:3])[H:6],5.98668508317887,1.380005089130192,5.461594283663391,5.6332429528087875,40.59090439611464,34.60421931293577,332.0
[C-:4]#[O+:5].[C:1](=[O:2])([H:3])[H:6]>>[C:1](=[O:2])[H:3].[C:4](=[O:5])[H:6],25.37242849714744,2.0818794728263734,6.301762289404979,6.636748457757195,101.49992721280432,76.12749871565688,333.0
[C:2](=[O:3])[H:4].[H:1]>>[H:1][C:2](=[O:3])[H:4],32.31076701260239,1.7336271110964359,10.499530550894656,10.641691818009898,19.426146829500794,51.736913842103185,334.0
[H:1][C:2](=[O:3])[H:4]>>[C:2](=[O:3])[H:4].[H:1],15.78859796871113,2.2794851155020908,7.499807680115678,7.838569233636818,85.91665918684157,70.12806121813044,335.0
[C:3](=[O:4])[H:5].[H:1][H:2]>>[H:1].[H:2][C:3](=[O:4])[H:5],22.28420838799012,2.648955326626617,8.647424539043788,9.044054150706982,38.58149730369041,60.86570569168053,336.0
[H:1].[H:2][C:3](=[O:4])[H:5]>>[C:3](=[O:4])[H:5].[H:1][H:2],63.93162634662417,1.5173270956064626,7.874599419342607,8.01945119881482,15.776054306930746,79.70768065355492,337.0
[C:1](=[O:2])[H:3].[O:4][C:5](=[O:6])[H:7]>>[C:1](=[O:2])([H:3])[H:7].[O:4]=[C:5]=[O:6],18.81435382620795,1.0050087503283411,3.6240247876303804,3.760797554986968,30.4457946390321,49.26014846524005,338.0
[C:1](=[O:2])([H:3])[H:7].[O:4]=[C:5]=[O:6]>>[C:1](=[O:2])[H:3].[O:4][C:5](=[O:6])[H:7],33.981320751295314,3.540737339872382,5.749209935423009,6.752054190506263,118.61191506354953,84.63059431225422,339.0
[H:1].[H:2]>>[H:1][H:2],53.25205381157653,6.80682021793934,23.152990980592133,24.132836402435757,15.642830538154499,68.89488434973103,340.0
[H:1][H:2]>>[H:1].[H:2],42.657061301962095,2.718783498511896,17.179949669288717,17.39374756488877,104.88254780956095,62.22548650759885,341.0
[H:1].[O:2][C:3](=[O:4])[H:5]>>[H:1][H:5].[O:2]=[C:3]=[O:4],30.516083492179533,1.8404552230934343,5.515972223683213,5.814914014897954,23.930353335497784,54.44643682767732,342.0
[H:1][H:5].[O:2]=[C:3]=[O:4]>>[H:1].[O:2][C:3](=[O:4])[H:5],53.6973796570617,3.67254206140637,7.40554632108062,8.266176958332652,135.3516957753891,81.65431611832739,343.0
[O:1][C:2](=[O:3])[H:4]>>[O:1]([C:2]=[O:3])[H:4],54.83069944860034,2.2444731884624853,4.092649476592825,4.667701750538748,20.06300898588961,74.89370843448995,344.0
[O:1]([C:2]=[O:3])[H:4]>>[O:1][C:2](=[O:3])[H:4],22.588643268353664,1.2516704078056808,3.7845051183715275,3.986120645534544,32.6888836077851,55.277526876138765,345.0
